Age,Gender,Monthly_Income,Occupation,Location_Type,Cinema_Visit_Frequency,Spend_Per_Visit,Movie_Importance,Preferred_Genres,Preferred_Time,Movie_Companion,Group_Movie_Conflict,Use_Poll_Booking,Seat_Importance,Pay_Extra_Seat,Buy_Snacks,Use_Snack_Preorder,Enjoy_PostCredit,Want_Spoiler_Free_Alerts,Inclusive_Screenings,Eco_Labels_Influence,Follow_Fan_Communities,Want_Exclusive_Content,AI_Recommendation_Interest,Loyalty_SplitPay_Interest,Use_App_Regularly
17,Male,6115,Homemaker,Rural Area,Rarely,72,2,"Drama, Animation, Other, Horror",Afternoon,Family,No,No,5,Yes,No,Yes,Yes,Yes,No,Yes,No,No,4,5,Yes
33,Female,4812,Other,Town,Monthly,81,5,"Documentary, Comedy, Drama, Animation, Other, Horror",Evening,Friends/Group,No,Yes,3,Yes,No,No,Yes,No,Yes,Yes,Yes,No,3,4,No
34,Non-binary,3092,Retired,Tier-2 City,Occasionally,99,4,"Horror, Documentary, Action, Comedy, Drama, Animation, Romance, Sci-Fi",Morning,Friends/Group,Yes,Yes,1,No,No,Yes,Yes,Yes,No,Yes,No,No,1,4,Yes
46,Non-binary,4352,Working Professional,Tier-2 City,Occasionally,90,2,"Animation, Romance, Horror, Drama, Other, Comedy, Sci-Fi, Documentary",Morning,Family,Yes,Yes,1,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,2,5,No
21,Non-binary,6269,Homemaker,Tier-2 City,Monthly,91,4,"Horror, Documentary, Drama, Comedy, Other, Animation, Romance, Sci-Fi",Night,Partner,Yes,Yes,4,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,3,3,Yes
55,Prefer not to say,2294,Homemaker,Town,Never,66,2,"Horror, Romance, Other, Drama, Animation, Documentary, Action, Sci-Fi",Evening,Family,No,No,4,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,3,2,No
47,Non-binary,1990,Homemaker,Town,Rarely,83,3,"Other, Drama, Romance, Sci-Fi, Action, Horror, Documentary, Animation",Afternoon,Friends/Group,Yes,Yes,5,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,2,2,Yes
54,Female,3753,Working Professional,Rural Area,Rarely,60,4,"Sci-Fi, Comedy, Animation, Horror, Romance, Documentary, Drama",Night,Family,Yes,No,3,No,No,Yes,No,No,No,Yes,No,No,2,1,Yes
53,Prefer not to say,5123,Homemaker,Town,Never,91,2,"Horror, Sci-Fi, Romance, Comedy, Other, Documentary",Evening,Partner,Yes,Yes,5,No,Yes,No,No,No,No,No,No,Yes,5,2,Yes
32,Female,4591,Working Professional,Town,Monthly,98,1,"Documentary, Other, Sci-Fi, Horror",Morning,Alone,Yes,Yes,4,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,1,5,Yes
54,Male,4996,Homemaker,Tier-1 City,Rarely,86,4,"Other, Animation, Sci-Fi, Action, Drama, Romance, Horror, Documentary",Night,Partner,Yes,Yes,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2,2,No
15,Male,2429,Other,Rural Area,Monthly,67,5,"Romance, Drama, Other, Sci-Fi, Action, Horror, Comedy, Documentary, Animation",Morning,Partner,Yes,Yes,4,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,2,5,Yes
25,Male,5257,Other,Tier-2 City,Monthly,70,1,"Comedy, Sci-Fi, Other, Documentary",Morning,Friends/Group,No,Yes,4,Yes,No,Yes,No,Yes,No,No,No,Yes,5,1,No
42,Male,1320,Working Professional,Town,Occasionally,111,1,"Other, Horror, Documentary, Drama, Animation, Sci-Fi, Romance, Action, Comedy",Night,Partner,No,No,5,Yes,Yes,Yes,No,No,No,No,Yes,Yes,4,5,Yes
39,Female,2965,Other,Tier-2 City,Never,67,5,"Documentary, Comedy, Drama, Horror",Night,Partner,No,Yes,2,No,Yes,No,Yes,Yes,Yes,Yes,No,No,5,4,Yes
37,Prefer not to say,1014,Working Professional,Tier-2 City,Monthly,95,1,"Comedy, Drama, Documentary, Animation",Night,Friends/Group,Yes,Yes,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,3,5,Yes
45,Prefer not to say,1981,Other,Tier-1 City,Weekly,81,1,"Documentary, Horror, Sci-Fi, Other, Drama, Romance",Night,Friends/Group,Yes,Yes,5,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,2,5,No
44,Non-binary,2141,Other,Town,Never,68,2,"Documentary, Other, Drama, Action",Night,Alone,No,Yes,4,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,4,3,Yes
56,Female,2261,Working Professional,Rural Area,Rarely,48,2,"Action, Comedy, Other, Drama, Animation, Documentary",Morning,Family,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,1,3,Yes
49,Male,3972,Retired,Town,Occasionally,79,4,"Horror, Drama, Sci-Fi, Comedy, Documentary, Other, Romance, Action, Animation",Afternoon,Partner,No,Yes,4,Yes,Yes,No,Yes,Yes,No,No,Yes,No,1,2,Yes
21,Female,2229,Other,Tier-2 City,Rarely,76,4,"Drama, Other, Romance, Animation, Horror, Sci-Fi, Action, Documentary, Comedy",Afternoon,Friends/Group,No,Yes,2,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,4,3,Yes
30,Non-binary,2488,Homemaker,Rural Area,Rarely,111,4,"Animation, Other, Action, Romance, Comedy, Sci-Fi, Horror, Documentary",Night,Alone,Yes,Yes,3,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,1,3,No
40,Non-binary,1678,Retired,Town,Never,57,2,"Comedy, Drama, Documentary, Animation, Other, Horror, Action, Sci-Fi",Morning,Family,No,Yes,1,No,Yes,Yes,Yes,No,Yes,No,No,Yes,2,5,Yes
16,Female,2168,Working Professional,Tier-2 City,Rarely,120,4,"Documentary, Romance, Sci-Fi, Horror, Animation, Other, Drama, Action, Comedy",Afternoon,Friends/Group,No,Yes,5,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,1,1,Yes
15,Female,1644,Retired,Tier-2 City,Monthly,82,1,"Documentary, Drama, Animation, Romance, Other, Action",Afternoon,Family,Yes,Yes,5,Yes,No,Yes,No,Yes,No,No,Yes,Yes,2,2,Yes
26,Female,1190,Student,Tier-1 City,Rarely,82,2,"Drama, Romance, Action, Comedy, Other, Animation, Horror, Documentary, Sci-Fi",Afternoon,Family,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,2,2,No
19,Prefer not to say,3312,Student,Tier-1 City,Occasionally,63,4,"Animation, Other, Sci-Fi, Comedy, Documentary, Horror, Romance, Action",Morning,Partner,Yes,No,4,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,2,1,Yes
51,Male,3758,Other,Tier-1 City,Occasionally,81,1,"Other, Drama, Sci-Fi, Comedy, Horror, Documentary, Action",Night,Partner,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,No,No,No,No,1,5,Yes
46,Female,3415,Other,Tier-2 City,Weekly,84,4,"Romance, Documentary, Sci-Fi, Action, Drama",Night,Friends/Group,Yes,Yes,4,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,2,2,Yes
23,Female,2556,Homemaker,Town,Occasionally,93,3,"Documentary, Drama, Comedy, Horror",Night,Family,Yes,Yes,3,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,5,3,Yes
55,Female,2194,Retired,Tier-1 City,Rarely,55,4,"Other, Documentary, Horror, Romance, Animation, Sci-Fi, Drama, Comedy",Evening,Friends/Group,No,Yes,5,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,5,1,Yes
49,Non-binary,5975,Student,Town,Occasionally,103,3,"Drama, Comedy, Sci-Fi, Action, Documentary, Other, Romance",Evening,Friends/Group,Yes,No,1,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,2,2,Yes
33,Non-binary,2830,Other,Tier-1 City,Never,82,4,"Horror, Sci-Fi, Comedy, Other, Documentary, Romance",Evening,Family,Yes,Yes,4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,2,3,No
30,Prefer not to say,2630,Retired,Rural Area,Occasionally,348,5,"Other, Comedy, Sci-Fi, Action, Drama, Animation, Horror, Romance",Morning,Friends/Group,No,No,3,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,5,2,No
17,Male,1064,Other,Rural Area,Monthly,70,4,"Documentary, Horror, Other, Action, Comedy, Drama, Romance, Sci-Fi, Animation",Afternoon,Family,Yes,No,1,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,1,3,Yes
34,Prefer not to say,2043,Other,Tier-1 City,Never,56,2,"Comedy, Documentary, Animation, Action, Other, Sci-Fi",Afternoon,Family,No,Yes,2,No,Yes,No,No,No,No,No,Yes,Yes,4,1,Yes
38,Male,2195,Student,Tier-2 City,Weekly,76,2,"Romance, Animation, Comedy, Sci-Fi, Documentary, Other, Action, Drama, Horror",Morning,Family,Yes,Yes,1,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,4,2,Yes
47,Non-binary,2272,Student,Tier-1 City,Monthly,312,3,"Sci-Fi, Drama, Documentary, Romance, Animation, Other, Horror, Comedy",Morning,Family,Yes,Yes,5,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,3,2,Yes
38,Non-binary,3169,Other,Tier-1 City,Rarely,47,2,"Comedy, Drama, Animation, Horror, Action, Documentary, Romance, Sci-Fi",Night,Alone,Yes,Yes,3,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,2,5,Yes
25,Non-binary,2906,Working Professional,Tier-2 City,Rarely,90,1,"Drama, Horror, Comedy, Romance, Other, Animation, Sci-Fi, Documentary, Action",Night,Family,No,Yes,5,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,2,1,Yes
22,Prefer not to say,3340,Other,Rural Area,Rarely,94,5,"Sci-Fi, Animation, Horror, Documentary, Action",Evening,Partner,Yes,Yes,1,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,2,1,Yes
50,Female,4619,Other,Town,Monthly,60,5,"Comedy, Animation, Sci-Fi, Romance, Drama, Documentary, Other, Horror, Action",Evening,Partner,No,Yes,5,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,4,3,Yes
52,Female,5191,Homemaker,Tier-1 City,Monthly,54,1,"Action, Comedy, Romance, Horror, Drama, Other, Sci-Fi, Documentary",Morning,Partner,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,2,5,No
54,Non-binary,4165,Homemaker,Tier-2 City,Monthly,68,3,"Animation, Horror, Documentary, Drama, Romance",Evening,Family,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,5,3,Yes
34,Female,8781,Homemaker,Tier-1 City,Never,75,1,"Romance, Drama, Sci-Fi, Horror, Documentary, Action",Afternoon,Partner,Yes,No,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,3,Yes
49,Female,1046,Working Professional,Tier-2 City,Never,69,1,"Comedy, Documentary, Action, Animation",Morning,Alone,No,Yes,5,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,3,1,Yes
39,Prefer not to say,1544,Working Professional,Town,Rarely,73,5,"Documentary, Other, Action, Horror, Comedy",Morning,Friends/Group,No,No,5,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,3,5,Yes
49,Male,1018,Other,Town,Occasionally,79,4,"Drama, Sci-Fi, Comedy, Other, Action, Romance, Animation, Documentary, Horror",Afternoon,Family,Yes,Yes,1,No,No,Yes,Yes,Yes,No,Yes,No,No,5,3,Yes
39,Non-binary,3606,Homemaker,Rural Area,Rarely,47,5,"Drama, Action, Horror, Romance, Other, Comedy, Animation, Documentary, Sci-Fi",Night,Partner,Yes,Yes,5,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,2,Yes
43,Non-binary,6707,Working Professional,Tier-2 City,Weekly,49,5,"Horror, Documentary, Action, Comedy",Night,Alone,Yes,Yes,5,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,2,4,No
32,Prefer not to say,1697,Student,Tier-2 City,Never,20,2,"Horror, Documentary, Action, Animation, Drama, Romance, Comedy, Other",Afternoon,Friends/Group,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,3,5,Yes
32,Prefer not to say,7544,Other,Rural Area,Monthly,93,1,"Comedy, Horror, Documentary, Action, Romance, Sci-Fi, Other",Afternoon,Alone,Yes,Yes,4,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,4,3,Yes
16,Female,1155,Retired,Rural Area,Never,75,5,"Sci-Fi, Drama, Horror, Comedy, Romance, Action",Evening,Partner,No,Yes,5,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1,3,Yes
49,Non-binary,7811,Other,Tier-2 City,Monthly,95,1,"Action, Drama, Horror, Documentary, Comedy, Sci-Fi, Animation, Romance",Morning,Alone,No,No,1,No,No,No,Yes,Yes,Yes,Yes,No,Yes,3,1,No
30,Male,2083,Retired,Rural Area,Weekly,52,2,"Comedy, Other, Documentary, Action, Sci-Fi",Evening,Friends/Group,Yes,Yes,1,Yes,Yes,Yes,Yes,No,No,No,Yes,No,4,1,Yes
55,Prefer not to say,1267,Homemaker,Town,Weekly,75,1,"Animation, Romance, Horror, Drama, Comedy, Sci-Fi, Other, Action, Documentary",Afternoon,Partner,Yes,Yes,5,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,4,3,Yes
50,Male,2663,Retired,Tier-1 City,Never,79,5,"Sci-Fi, Action, Animation, Romance, Drama, Comedy, Other, Documentary",Evening,Friends/Group,No,No,2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,2,2,Yes
47,Male,1741,Homemaker,Town,Monthly,63,1,"Animation, Sci-Fi, Romance, Action, Comedy, Horror, Documentary, Other, Drama",Afternoon,Alone,No,No,1,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,4,3,Yes
18,Non-binary,1838,Student,Rural Area,Weekly,43,2,"Comedy, Action, Drama, Animation, Other, Horror, Romance",Evening,Family,Yes,Yes,3,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,4,2,No
47,Non-binary,1917,Retired,Tier-2 City,Rarely,109,4,"Romance, Drama, Animation, Horror, Action, Sci-Fi, Documentary",Evening,Family,Yes,Yes,2,Yes,No,Yes,Yes,No,No,Yes,Yes,No,4,3,Yes
28,Prefer not to say,5061,Other,Tier-2 City,Rarely,102,1,"Action, Sci-Fi, Comedy, Other",Night,Family,Yes,No,2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,5,1,Yes
35,Non-binary,2936,Homemaker,Town,Monthly,67,5,"Animation, Sci-Fi, Romance, Other",Afternoon,Family,Yes,Yes,5,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5,5,Yes
34,Non-binary,1932,Other,Tier-2 City,Never,85,2,"Animation, Other, Romance, Horror, Action, Comedy, Documentary, Sci-Fi",Evening,Friends/Group,Yes,Yes,4,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,4,5,Yes
22,Non-binary,3356,Working Professional,Rural Area,Weekly,65,5,"Comedy, Horror, Animation, Other, Sci-Fi, Drama",Morning,Family,Yes,Yes,1,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,2,1,No
21,Male,4148,Homemaker,Town,Never,55,5,"Comedy, Sci-Fi, Romance, Horror, Other, Action, Animation",Evening,Friends/Group,No,No,5,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,4,4,Yes
17,Prefer not to say,1795,Retired,Tier-2 City,Rarely,111,1,"Animation, Comedy, Horror, Sci-Fi",Evening,Partner,Yes,Yes,5,Yes,No,Yes,Yes,No,No,No,Yes,Yes,1,3,Yes
31,Female,2334,Homemaker,Tier-1 City,Weekly,41,5,"Action, Sci-Fi, Romance, Animation, Comedy, Other, Horror, Drama",Morning,Family,Yes,No,3,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,4,5,No
47,Male,1324,Other,Tier-1 City,Never,69,1,"Action, Drama, Horror, Documentary, Sci-Fi, Romance, Other, Comedy, Animation",Afternoon,Friends/Group,Yes,Yes,4,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,4,5,Yes
26,Non-binary,1499,Student,Rural Area,Occasionally,76,4,"Sci-Fi, Comedy, Animation, Action, Drama, Horror, Documentary, Romance, Other",Night,Family,No,No,5,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,1,2,Yes
36,Male,3857,Homemaker,Tier-2 City,Monthly,108,5,"Comedy, Documentary, Horror, Sci-Fi, Drama, Action, Other, Animation, Romance",Night,Family,No,Yes,1,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,3,4,Yes
36,Non-binary,1500,Retired,Rural Area,Monthly,92,5,"Sci-Fi, Comedy, Other, Romance, Action",Night,Family,Yes,Yes,4,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5,2,Yes
44,Non-binary,17166,Working Professional,Town,Occasionally,41,5,"Other, Action, Documentary, Animation, Comedy",Morning,Friends/Group,Yes,No,1,No,Yes,Yes,No,Yes,No,Yes,No,No,5,3,Yes
52,Male,4086,Student,Tier-1 City,Rarely,74,3,"Documentary, Romance, Horror, Comedy",Evening,Alone,No,Yes,3,No,No,Yes,Yes,No,Yes,No,No,Yes,2,3,Yes
52,Prefer not to say,1282,Working Professional,Town,Weekly,75,3,"Action, Animation, Comedy, Drama, Documentary",Afternoon,Family,Yes,Yes,4,No,Yes,Yes,Yes,No,No,No,No,No,5,2,Yes
59,Non-binary,3094,Homemaker,Tier-2 City,Monthly,70,2,"Romance, Sci-Fi, Animation, Action, Documentary, Drama, Other",Evening,Family,Yes,Yes,2,Yes,Yes,No,No,Yes,No,No,Yes,Yes,2,5,No
22,Prefer not to say,1741,Other,Rural Area,Occasionally,87,3,"Action, Drama, Comedy, Sci-Fi, Other, Horror, Romance, Animation",Night,Partner,Yes,Yes,4,Yes,Yes,No,No,Yes,No,Yes,No,Yes,3,4,Yes
41,Female,9237,Other,Rural Area,Occasionally,46,2,"Sci-Fi, Romance, Action, Other, Horror, Animation",Evening,Alone,Yes,Yes,1,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,4,2,Yes
41,Non-binary,2651,Retired,Rural Area,Rarely,66,3,"Horror, Sci-Fi, Documentary, Drama, Animation, Comedy",Morning,Friends/Group,Yes,Yes,5,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,4,4,Yes
48,Prefer not to say,5099,Other,Town,Rarely,84,4,"Romance, Documentary, Animation, Comedy, Sci-Fi, Other, Action",Morning,Partner,No,Yes,3,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,3,2,No
35,Prefer not to say,2997,Student,Tier-1 City,Never,88,2,"Animation, Action, Comedy, Sci-Fi",Afternoon,Family,No,Yes,4,Yes,Yes,Yes,Yes,Yes,No,No,No,No,4,4,Yes
44,Female,1110,Other,Town,Monthly,77,3,"Action, Romance, Other, Documentary, Horror, Drama",Afternoon,Partner,Yes,Yes,3,Yes,Yes,Yes,No,Yes,No,No,No,No,3,3,No
47,Prefer not to say,3507,Retired,Town,Never,69,4,"Horror, Other, Documentary, Animation",Night,Partner,No,Yes,1,Yes,Yes,Yes,No,No,Yes,No,No,Yes,4,2,Yes
42,Prefer not to say,8560,Homemaker,Tier-2 City,Occasionally,72,3,"Drama, Sci-Fi, Action, Animation",Afternoon,Family,Yes,No,1,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,5,4,No
47,Female,3300,Homemaker,Tier-2 City,Weekly,89,1,"Other, Animation, Romance, Drama, Horror",Evening,Alone,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,5,1,Yes
19,Non-binary,5275,Other,Tier-2 City,Weekly,75,1,"Comedy, Other, Sci-Fi, Documentary, Horror, Action, Drama, Animation, Romance",Morning,Alone,Yes,Yes,5,No,Yes,Yes,No,No,Yes,No,Yes,No,4,4,Yes
33,Prefer not to say,6389,Working Professional,Tier-1 City,Rarely,54,4,"Drama, Horror, Other, Animation, Romance, Documentary, Sci-Fi, Comedy, Action",Morning,Partner,No,No,2,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,1,2,Yes
18,Prefer not to say,1647,Homemaker,Tier-1 City,Weekly,50,5,"Sci-Fi, Horror, Action, Comedy, Romance, Animation, Documentary",Morning,Family,Yes,Yes,3,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,3,4,No
49,Prefer not to say,1595,Other,Tier-2 City,Weekly,45,5,"Drama, Documentary, Horror, Other",Afternoon,Friends/Group,Yes,No,2,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,2,2,Yes
31,Male,3360,Retired,Tier-2 City,Weekly,104,1,"Comedy, Romance, Animation, Other, Horror, Drama, Documentary",Morning,Partner,No,No,2,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,4,2,Yes
58,Female,2323,Other,Tier-1 City,Occasionally,91,1,"Comedy, Other, Documentary, Romance, Drama, Action",Morning,Friends/Group,No,No,3,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,2,2,Yes
42,Male,5579,Homemaker,Rural Area,Weekly,72,5,"Romance, Drama, Action, Other, Comedy",Morning,Partner,No,Yes,1,No,No,No,Yes,Yes,No,Yes,Yes,No,2,5,No
44,Female,6757,Retired,Tier-1 City,Weekly,65,2,"Animation, Action, Romance, Drama, Other, Comedy",Night,Partner,Yes,No,2,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,2,4,Yes
43,Non-binary,2090,Other,Tier-1 City,Weekly,63,5,"Animation, Documentary, Sci-Fi, Romance",Night,Family,Yes,No,3,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,1,2,Yes
20,Non-binary,10050,Student,Tier-1 City,Never,96,3,"Horror, Comedy, Other, Action, Documentary, Romance, Animation, Drama",Afternoon,Family,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,1,3,Yes
49,Prefer not to say,4791,Retired,Tier-2 City,Occasionally,113,2,"Drama, Horror, Animation, Documentary, Other",Morning,Friends/Group,Yes,Yes,2,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,5,1,Yes
55,Female,1803,Student,Rural Area,Rarely,62,3,"Comedy, Sci-Fi, Animation, Action, Romance, Documentary, Horror, Other, Drama",Afternoon,Friends/Group,No,Yes,1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,3,3,No
51,Non-binary,5323,Working Professional,Tier-1 City,Never,97,1,"Romance, Comedy, Action, Horror",Morning,Alone,Yes,Yes,5,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4,2,No
38,Female,2377,Retired,Tier-2 City,Monthly,75,2,"Drama, Animation, Documentary, Romance",Morning,Family,Yes,Yes,3,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,4,2,Yes
43,Non-binary,3753,Student,Town,Occasionally,70,3,"Documentary, Action, Horror, Romance, Animation, Comedy, Sci-Fi",Morning,Partner,No,Yes,2,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,4,4,Yes
45,Male,1251,Homemaker,Town,Occasionally,105,3,"Drama, Sci-Fi, Other, Horror, Comedy",Afternoon,Partner,Yes,Yes,1,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,4,5,No
49,Non-binary,3444,Homemaker,Tier-1 City,Monthly,74,2,"Horror, Sci-Fi, Other, Animation",Afternoon,Alone,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,3,2,No
47,Male,2502,Working Professional,Town,Monthly,80,4,"Documentary, Action, Other, Drama, Horror, Comedy, Sci-Fi, Animation",Morning,Family,No,Yes,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,4,1,Yes
35,Non-binary,3208,Retired,Rural Area,Monthly,79,5,"Other, Horror, Romance, Sci-Fi, Action, Documentary, Drama, Comedy, Animation",Evening,Partner,No,Yes,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,2,Yes
46,Prefer not to say,1459,Retired,Town,Rarely,42,3,"Documentary, Romance, Sci-Fi, Animation, Drama, Horror, Comedy, Action",Afternoon,Alone,No,No,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,1,Yes
37,Male,4337,Retired,Town,Weekly,80,5,"Romance, Horror, Action, Drama",Night,Alone,Yes,Yes,3,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,5,4,Yes
47,Non-binary,5965,Working Professional,Rural Area,Occasionally,63,5,"Documentary, Romance, Animation, Sci-Fi",Afternoon,Partner,Yes,Yes,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1,2,Yes
17,Prefer not to say,1610,Retired,Tier-1 City,Weekly,46,1,"Drama, Comedy, Documentary, Romance, Animation",Morning,Partner,No,Yes,4,No,Yes,Yes,No,Yes,No,No,Yes,Yes,4,4,Yes
32,Male,1251,Homemaker,Tier-1 City,Weekly,64,5,"Other, Action, Animation, Comedy, Sci-Fi, Horror",Evening,Friends/Group,Yes,Yes,3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1,4,Yes
39,Prefer not to say,1059,Student,Rural Area,Monthly,64,3,"Drama, Other, Comedy, Sci-Fi, Documentary, Romance",Morning,Family,Yes,No,3,No,Yes,No,Yes,Yes,No,Yes,No,No,1,1,Yes
56,Female,3567,Homemaker,Rural Area,Rarely,95,1,"Action, Romance, Sci-Fi, Animation, Comedy, Documentary, Horror, Drama",Night,Friends/Group,No,No,4,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,4,5,Yes
45,Female,3335,Homemaker,Rural Area,Never,53,2,"Documentary, Action, Other, Animation, Comedy",Afternoon,Alone,Yes,Yes,1,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,5,2,Yes
17,Male,2977,Student,Town,Rarely,59,3,"Horror, Action, Sci-Fi, Other, Documentary, Drama, Romance, Animation",Afternoon,Partner,No,No,1,Yes,Yes,Yes,No,Yes,No,No,No,No,2,1,Yes
54,Non-binary,1659,Homemaker,Rural Area,Weekly,79,1,"Romance, Drama, Animation, Documentary, Action",Morning,Friends/Group,Yes,Yes,2,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,2,5,Yes
38,Male,2239,Working Professional,Tier-2 City,Rarely,48,1,"Drama, Other, Animation, Action",Morning,Alone,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,4,1,Yes
46,Prefer not to say,19536,Student,Town,Monthly,61,5,"Romance, Comedy, Drama, Other, Horror, Action, Documentary, Animation",Night,Family,Yes,Yes,5,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,3,4,Yes
36,Non-binary,2716,Homemaker,Tier-1 City,Never,41,2,"Drama, Other, Romance, Horror, Animation, Documentary",Evening,Partner,No,No,5,Yes,Yes,No,No,Yes,No,No,Yes,No,3,4,No
37,Female,12012,Other,Tier-1 City,Monthly,93,3,"Other, Romance, Comedy, Documentary, Sci-Fi",Night,Friends/Group,Yes,Yes,2,Yes,Yes,No,No,Yes,No,No,No,Yes,5,1,Yes
16,Non-binary,1366,Homemaker,Tier-1 City,Never,68,3,"Animation, Sci-Fi, Romance, Other, Drama",Evening,Family,Yes,Yes,4,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,4,1,Yes
41,Female,3969,Working Professional,Town,Weekly,74,5,"Drama, Action, Romance, Sci-Fi, Horror",Afternoon,Friends/Group,No,No,5,No,No,Yes,No,No,No,No,Yes,Yes,3,1,No
